bnf_code,bnf_presentation,bnf_chemical,pct,category,avg_brand_count_per_practice,lowest_decile,quantity,price_per_dose,possible_savings,formulation_swap,num_pack_sizes,flag_imported,flag_broken_bulk,flag_non_bioequivalence,flag_special_containers
190700000AABKBK,Starch Maize Modified_Pdr Sach 9g G/F,Other Base/Dil/SuspAgent/StabiliserPreps,99P,NP8,1.05882352941,0.0344444444444,65475,0.034444202485,0.00333333333333,,,,,,
0103030S0AAAAAA,Sucralfate_Tab 1g,Sucralfate,99P,NP8,1.0,0.127203214286,212,0.127216071429,0.00324,,3.0,,,,
0212000Q0AAAAAA,Gemfibrozil_Cap 300mg,Gemfibrozil,99P,C,1.0,0.317625,140,0.317648809524,0.003,,3.0,,,,
0407010H0AADEDE,Paracet_Oral Susp 250mg/5ml Sach 5ml S/F,Paracetamol,99P,NP8,1.0,0.21703,101,0.21835,0.00297,,3.0,,,,
0905022C0AAAFAF,Calc Acet_Tab 475mg,Calcium Acetate,99P,NP8,1.0,0.0485511111111,485,0.048558994709,0.00293333333333,,3.0,,,,
0601021X0AAADAD,Tolbutamide_Tab 500mg,Tolbutamide,99P,M,1.0,0.352142857143,3244,0.352142617282,0.00285714285723,,3.0,,,,
0407020Q0AACVCV,Morph Sulf_Gran Sach 20mg M/R,Morphine Sulfate,99P,NP8,1.0,0.819285714286,228,0.819301587302,0.00285714285717,Gran Sach  / Cap ,3.0,,,,
0204000N0AAACAC,Oxprenolol HCl_Tab 40mg,Oxprenolol Hydrochloride,99P,C,1.0,0.128928571429,600,0.128932539683,0.00285714285715,,3.0,,,,
0205051F0AAADAD,Captopril_Tab 12.5mg,Captopril,99P,A,1.0,0.0435714285714,772,0.043575,0.00285714285714,Tab  / Cap ,3.0,,,,
0407020AGAAAFAF,Tapentadol HCl_Tab 200mg M/R,Tapentadol Hydrochloride,99P,C,1.0,1.77928571429,2566,1.77928735632,0.00285714285714,,3.0,,,,
0105010C0AAAAAA,Olsalazine Sod_Cap 250mg,Olsalazine Sodium,99P,A,1.0,1.28571428571,2824,1.28571500722,0.00285714285712,,3.0,,,,
0109040N0AAAZAZ,Pancreatin_G/R Cap 340mg,Pancreatin,99P,NP8,1.0,0.3333,1584,0.333307380952,0.0028,G/R Cap  / Cap ,3.0,,,,
0601021A0AAACAC,Glimepiride_Tab 3mg,Glimepiride,99P,M,1.0,0.0313333333333,118,0.0313650793651,0.00266666666667,,3.0,,,,
0404000M0AAAYAY,Methylphenidate HCl_Cap 5mg M/R,Methylphenidate Hydrochloride,99P,NP8,1.0,0.801333333333,538,0.801342857143,0.00266666666667,,3.0,,,,
0203020R0AAABAB,Propafenone HCl_Tab 300mg,Propafenone Hydrochloride,99P,C,1.0,0.155666666667,356,0.155676190476,0.00266666666667,,3.0,,,,
0603020S0AAAAAA,Methylpred_Tab 2mg,Methylprednisolone,99P,NP8,1.0,0.12929047619,74,0.12930952381,0.00257142857143,,3.0,,,,
0304010G0AAAPAP,Chlorphenamine Mal_Oral Soln 2mg/5ml S/F,Chlorphenamine Maleate,99P,A,1.0,0.0174666666667,27951,0.0174668442776,0.00253333333338,Oral Soln  / Syr ,3.0,,,,
0404000S0AAADAD,Atomoxetine HCl_Cap 25mg,Atomoxetine Hydrochloride,99P,C,1.0,1.89607142857,889,1.89607886905,0.0025,,3.0,,,,
0404000S0AAAEAE,Atomoxetine HCl_Cap 60mg,Atomoxetine Hydrochloride,99P,C,1.0,1.89607142857,665,1.89606717687,0.0025,,3.0,,,,
0301030S0AAALAL,Theophylline_Tab 175mg M/R,Theophylline,99P,NP8,1.0,0.106342857143,88,0.106380952381,0.0024,,3.0,,,,
1107000M0AAAAAA,Oxybuprocaine HCl_Eye Dps 0.4% Ud,Oxybuprocaine Hydrochloride,99P,NP8,1.0,0.50775,181,0.50875,0.00225,,3.0,,,,
0403010T0AAAAAA,Mianserin HCl_Tab 10mg,Mianserin Hydrochloride,99P,A,1.0,0.296821428571,35,0.296964285714,0.00225,,3.0,,,,
1305020S0AAABAB,Salic Acid_Oint 2%,Salicylic Acid,99P,C,1.0,0.0179555555556,3650,0.0179611111111,0.00222222222222,Oint  / Collod ,3.0,,,,
0212000Q0AAABAB,Gemfibrozil_Tab 600mg,Gemfibrozil,99P,A,1.0,0.624464285714,956,0.624451298701,0.00214285714286,,3.0,,,,
0407010F0AAAIAI,Co-Codamol_Tab 12.8mg/500mg,Co-Codamol (Codeine Phos/Paracetamol),99P,NP8,1.0,0.130478571429,352,0.130488095238,0.00214285714286,,,,,,
0601012D0AABABA,Ins Bip Isophane_30/70 100u/ml 3ml Cart,Biphasic Isophane Insulin,99P,NP8,1.0119047619,3.816,4693,3.81600008413,0.00200000000099,,,,,,
0106040M0AAAGAG,Macrogol_Co Oral Pdr Sach 6.9g (Choc)S/F,Macrogol 3350,99P,NP8,1.04761904762,0.146,3358,0.146000159795,0.00200000000003,,,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,99P,NP8,1.08333333333,5.646,284,5.64592261905,0.00200000000001,,3.0,,,,
0304010Y0AAACAC,Alimemazine Tart_Oral Soln 30mg/5ml,Alimemazine Tartrate,99P,A,1.0,2.2137,740,2.2137047619,0.00200000000001,,3.0,,,,
0408010A0AAAKAK,Levetiracetam_Gran Sach 250mg S/F,Levetiracetam,99P,NP8,1.0,0.3735,288,0.373503968254,0.002,,3.0,,,,
0603020G0AABXBX,Dexameth_Oral Soln 2mg/5ml S/F,Dexamethasone,99P,C,1.0,0.282,1544,0.282045454545,0.002,,3.0,,,,
0304010E0AAACAC,Fexofenadine HCl_Tab 30mg,Fexofenadine Hydrochloride,99P,C,1.0,0.091,1108,0.0910020661157,0.002,,3.0,,,,
1001010AEAAAAAA,Dexketoprofen_Tab 25mg,Dexketoprofen,99P,C,1.0,0.1836,630,0.183613333333,0.002,,3.0,,,,
1501043A0AAABAB,Alfentanil HCl_Inj 500mcg/ml 2ml Amp,Alfentanil Hydrochloride,99P,NP8,1.0,0.634,52,0.63425,0.002,,3.0,,,,
0503021C0AAAAAA,Aciclovir_Oral Susp 200mg/5ml S/F,Aciclovir,99P,A,1.0,0.28608,3400,0.286081349206,0.002,,3.0,,,,
1302020E0AAACAC,Zn & Castor Oil_Oint,Zinc Oxide,99P,A,1.0,0.01068,4100,0.0106803030303,0.002,,3.0,,,,1.0
0406000M0AAABAB,Granisetron HCl_Tab 1mg,Granisetron Hydrochloride,99P,A,1.0,3.991,148,3.99102380952,0.002,,3.0,,,,
0802010N0AAAAAA,Mycophenolate Sod_Tab 180mg G/R,Mycophenolate Sod,99P,NP8,1.0,0.805983928571,232,0.805991071429,0.00192857142858,,3.0,,,,
1002020J0AAABAB,Dantrolene Sod_Cap 100mg,Dantrolene Sodium,99P,C,1.0,0.430702857143,268,0.43070952381,0.00192,,3.0,,,,
0407020Q0AACPCP,Morph Sulf_Gran Sach 30mg M/R,Morphine Sulfate,99P,NP8,1.0,0.851342857143,81,0.851380952381,0.0018,Gran Sach  / Cap ,3.0,,,,
0408010H0AABJBJ,Lamotrigine_Tab Disper 2mg S/F,Lamotrigine,99P,C,1.0,0.418000595238,396,0.41800297619,0.00179999999997,,3.0,,,,
0802020U0AAADAD,Sirolimus_Tab 1mg,Sirolimus,99P,C,1.0,2.88298095238,258,2.88299206349,0.0017142857143,,3.0,,,,
0101010C0AAAAAA,Alum Hydrox_Cap 475mg,Aluminium Hydroxide,99P,C,1.0,0.114232142857,196,0.114255952381,0.0015,Cap  / Tab ,3.0,,,,
0407042Q0AAACAC,Pizotifen Malate_Tab 1.5mg,Pizotifen Malate,99P,M,1.0,0.0971428571429,11602,0.0971420267083,0.00142857142863,,3.0,,,,
0501120Y0AAAAAA,Moxifloxacin_Tab 400mg,Moxifloxacin,99P,A,1.0,2.17392857143,216,2.17393170426,0.00142857142863,,3.0,,,,
0301030S0AAABAB,Theophylline_Cap 60mg M/R,Theophylline,99P,NP8,1.0,0.0492857142857,1038,0.0492860983103,0.00142857142857,,3.0,,,,
0605020E0AABNBN,Desmopressin Acet_Oral Lyoph 240mcg,Desmopressin Acetate,99P,C,1.17307692308,2.02266666667,3258,2.02266063442,0.00133333333412,,3.0,,,,
0803020H0AAAFAF,Medroxyprogest Acet_Tab 400mg,Medroxyprogesterone Acetate,99P,C,1.2,1.95566666667,388,1.95567619048,0.00133333333333,,3.0,,,,
0906011H0AAANAN,Cod Liver Oil_Cap 400mg,Cod Liver Oil,99P,NP8,1.0,0.0196452380952,172,0.0196547619048,0.00128571428571,,3.0,,,,
0604011D0AAACAC,Ethinylestr_Tab 50mcg,Ethinylestradiol,99P,C,1.0,9.52381190476,144,9.52382142857,0.0012857142857,,3.0,,,,
0407020A0AAAJAJ,Fentanyl_Loz 400mcg,Fentanyl,99P,NP8,1.0,7.01366338028,674,7.01366549296,0.00128169014044,,3.0,,,,
0205051R0AAAKAK,Ramipril_Tab 1.25mg,Ramipril,99P,NP8,1.0,0.181765197568,714,0.181774316109,0.00114893617021,Tab  / Cap ,3.0,,,,
0205051Q0AAADAD,Quinapril HCl_Tab 40mg,Quinapril Hydrochloride,99P,M,1.0,0.0703571428571,1691,0.0703422838032,0.00107142857143,,3.0,,,,
0208020N0AAABAB,Phenindione_Tab 25mg,Phenindione,99P,C,1.0,18.5707080745,352,18.5707116977,0.00104347826073,,3.0,,,,
0605020E0AABMBM,Desmopressin Acet_Oral Lyoph 60mcg,Desmopressin Acetate,99P,C,1.0,0.5053,530,0.505308333333,0.00100000000004,,3.0,,,,
0503021E0AAAAAA,Famciclovir_Tab 250mg,Famciclovir,99P,A,1.0,7.35236190476,182,7.35237301587,0.000800000000027,,3.0,,,,
1001010AGAAABAB,Diclofenac Pot_Tab 50mg,Diclofenac Potassium,99P,C,1.0,0.264642857143,254,0.264648809524,0.000714285714295,,3.0,,,,
0501070X0AAAAAA,Rifaximin_Tab 200mg,Rifaximin,99P,C,1.0,1.68330952381,254,1.6833234127,0.00071428571429,,3.0,,,,
0410020B0AABSBS,Nicotine_Chewing Gum 2mg S/F (Icy Wte),Nicotine,99P,NP8,1.0,0.0957137362637,1745,0.095713980464,0.000673076923094,,,,,,
0408010A0AAALAL,Levetiracetam_Gran Sach 500mg S/F,Levetiracetam,99P,NP8,1.0,0.657666666667,476,0.657669047619,0.00066666666666,,3.0,,,,
0307000K0AAAAAA,Dornase Alfa_Neb Soln 2.5mg/2.5ml Amp,Dornase Alfa,99P,C,1.0,16.5476666667,626,16.5476673669,0.000666666666575,,3.0,,,,
0406000S0AAAJAJ,Ondansetron HCl_Oral Lyophil Tab 8mg S/F,Ondansetron Hydrochloride,99P,C,1.5,7.19396785714,142,7.19396721311,0.00064285714285,Oral Lyophil Tab  / Orodisper Film ,3.0,,,,
0408010D0AAAEAE,Oxcarbazepine_Oral Susp 300mg/5ml S/F,Oxcarbazepine,99P,NP8,1.0,0.195839357143,1310,0.195839642857,0.000482142857123,,3.0,,,,
0205051R0AAAMAM,Ramipril_Tab 5mg,Ramipril,99P,NP8,1.0,0.358923558897,1281,0.358926482874,0.000421052631577,Tab  / Cap ,3.0,,,,
0301011V0AAAHAH,Terbut Sulf_Tab 5mg,Terbutaline Sulphate,99P,NP8,1.0,0.0491007142857,256,0.0491035714286,0.00036,,3.0,,,,
0208020Y0AAACAC,Rivaroxaban_Tab 20mg,Rivaroxaban,99P,C,1.03389830508,1.8,143508,1.8,2.31850094679e-11,,3.0,,,,
0302000C0AABXBX,Beclomet Diprop/Formoterol_Inh100/6(120D,Beclometasone Dipropionate,99P,C,1.24347826087,29.32,3016,29.32,2.05915284823e-11,,3.0,,,,1.0
0208020Y0AAABAB,Rivaroxaban_Tab 15mg,Rivaroxaban,99P,C,1.00917431193,1.8,30616,1.8,6.62936372464e-12,,3.0,,,,
0601023ABAAAAAA,Liraglutide_Inj 6mg/ml 3ml PF Pen,Liraglutide,99P,C,1.29213483146,39.24,1119,39.24,4.61852778244e-12,,3.0,,,,
1106000AIAAAAAA,Bimatoprost/Timolol_Eye Dps 300mcg/5mg,Timolol & Bimatoprost,99P,C,1.71171171171,4.65,6705,4.64335347695,3.46744855051e-12,,3.0,,,,1.0
0703022P0AAAAAA,Etonogestrel_Implant 68mg,Etonogestrel,99P,C,1.29508196721,83.43,267,83.43,2.44426701101e-12,,3.0,,,,1.0
0208020Z0AAABAB,Apixaban_Tab 5mg,Apixaban,99P,C,1.00934579439,0.95,52776,0.95,2.13340456412e-12,,3.0,,,,
0301011U0AAAHAH,Salmeterol_Inha 25mcg (120 D) CFF,Salmeterol,99P,C,1.37,29.26,930,29.26,1.93622895495e-12,,3.0,,,,1.0
0601012W0AAAAAA,Ins Biphasic Aspart_Inj 100u/ml 3ml Cart,Biphasic Insulin Aspart,99P,NP8,1.0,5.758,2465,5.7579933646,1.87938553609e-12,,3.0,,,,
0302000C0AABVBV,Beclomet Diprop_Inha 200mcg (200 D) CFF,Beclometasone Dipropionate,99P,NP8,1.0,16.17,769,16.17,1.50279788613e-12,,3.0,,,1.0,1.0
130201000AABWBW,Gppe Lot_Dermol 500,Other Emollient Preps,99P,NP8,1.0,0.01208,949000,0.01208,1.47526435512e-12,,3.0,,,,1.0
1001010AJAAABAB,Etoricoxib_Tab 90mg,Etoricoxib,99P,C,1.15714285714,0.82,7719,0.82,1.45661260831e-12,,3.0,,,,
0403040W0AAALAL,Venlafaxine_Tab 225mg M/R,Venlafaxine,99P,C,1.29333333333,1.12,10234,1.12,1.33315580797e-12,,3.0,,,,
0301020Q0AAAAAA,Tiotropium_Pdr For Inh Cap 18mcg + Dev,Tiotropium,99P,C,1.33663366337,1.16233333333,25530,1.16233333333,1.26476606965e-12,,3.0,,,,1.0
0601011A0AAAAAA,Ins Aspart_Inj 100u/ml 10ml Vl,Insulin Aspart,99P,NP8,1.0243902439,14.08,735,14.08,1.23634436022e-12,,3.0,,,,1.0
1306010Y0AAAAAA,Benzoyl Per/Clindamycin Phos_Gel 5%/1%,Benzoyl Peroxide & Clindamycin Phosphate,99P,C,1.49462365591,0.438,17010,0.438,1.12443387934e-12,,3.0,,,,1.0
0208020Z0AAAAAA,Apixaban_Tab 2.5mg,Apixaban,99P,C,1.02197802198,0.95,26331,0.95,1.11910480882e-12,,3.0,,,,
0702010F0AAACAC,Estriol_Crm 0.01% + Applic,Estriol,99P,A,1.02325581395,0.31225,41680,0.306788735465,9.13047415452e-13,,3.0,,,,1.0
0409010Z0AAABAB,Rotigotine_Transdermal Patch 4mg/24hrs,Rotigotine,99P,C,1.0,4.41428571429,1659,4.41428571429,9.09494701773e-13,,3.0,,,,
0302000C0AABZBZ,Beclomet/Formoterol_Inh 200/6 (120D) CFF,Beclometasone Dipropionate,99P,NP8,1.0,29.32,143,29.32,9.09494701773e-13,,3.0,,,,1.0
0601011L0AAACAC,Ins Lispro_Inj 100u/ml 3ml Cart,Insulin Lispro,99P,NP8,1.10112359551,5.662,2416,5.6619991357,8.66862137627e-13,,3.0,,,,
1202010W0AAAAAA,Fluticasone Fur_Nsl Spy 27.5mcg (120D),Fluticasone Furoate,99P,C,1.70093457944,6.44,1171,6.44,8.02913291409e-13,,3.0,,,,1.0
0208020X0AAABAB,Dabigatran Etexilate_Cap 110mg,Dabigatran Etexilate,99P,C,1.02380952381,0.85,24626,0.85,7.81597009336e-13,,3.0,,,,
0704020J0AAASAS,Oxybutynin HCl_Tab 5mg M/R,Oxybutynin,99P,C,1.33333333333,0.459,22830,0.459,7.67386154621e-13,,3.0,,,,1.0
0704020J0AAATAT,Oxybutynin HCl_Tab 10mg M/R,Oxybutynin,99P,C,1.22222222222,0.918,17220,0.918,7.53175299906e-13,,3.0,,,,1.0
0107040A0AAAIAI,Glyceryl Trinit_Oint 0.4%,Glyceryl Trinitrate,99P,C,1.16326530612,1.31,2610,1.31,7.31859017833e-13,Oint  / Paste ,3.0,,,,1.0
0302000C0AABYBY,Beclomet/Formoterol_Inh 100/6 (120D) Dry,Beclometasone Dipropionate,99P,NP8,1.04918032787,29.32,304,29.32,7.1054273576e-13,,3.0,,,,1.0
0906026M0AAAGAG,Thiamine HCl_Tab 100mg,Thiamine Hydrochloride,99P,A,1.0,0.1,98998,0.0999891643551,6.91890988946e-13,Tab  / Cap ,3.0,,,,
0407020AFAAADAD,Oxycodone HCl/NaloxoneHCl_Tab 40/20mgM/R,Oxycodone HCl/Naloxone HCl,99P,NP8,1.15384615385,3.02285714286,1316,3.02285714286,6.8212102633e-13,,3.0,,,,
0601023Y0AAABAB,Exenatide_Inj 10mcg/0.04ml 2.4mlPfs(60D),Exenatide,99P,C,1.09375,68.24,176,68.24,5.96855898038e-13,,3.0,,,,1.0
0208010D0AAAEAE,Enoxaparin_Inj 100mg/ml 1ml Pfs,Enoxaparin,99P,C,1.12820512821,7.23,1580,7.23,5.90638649101e-13,,3.0,,,,
1308010W0AAAAAA,Diclofenac Sod_Gel 3%,Diclofenac Sodium,99P,C,1.37037037037,0.766,11950,0.766,5.82645043323e-13,,3.0,,,,1.0
0501012G0AAAGAG,Fluclox Sod_Oral Soln 250mg/5ml,Flucloxacillin Sodium,99P,A,1.0,0.2604,17200,0.2604,5.43565192856e-13,,3.0,,,,1.0
1106000AFAAABAB,Bimatoprost_Eye Dps 100mcg/ml,Bimatoprost,99P,C,1.55263157895,3.90333333333,7548,3.90333333333,5.25801624462e-13,,3.0,,,,1.0
0501070I0AAAEAE,"Colistimeth Sod_Inj 2,000,000u Vl",Colistimethate Sodium,99P,NP8,1.1,3.24,1574,3.24,4.97379915032e-13,,3.0,,,,
1103010H0AAAAAA,Fusidic Acid_Viscous Eye Dps 1%,Fusidic Acid,99P,C,1.0,5.812,590,5.72106896552,4.93827201353e-13,,3.0,,,,1.0
0603020G0AAADAD,Dexameth_Tab 2mg,Dexamethasone,99P,A,1.0,0.98,12030,0.98,4.70734562441e-13,,3.0,,,,
0406000S0AAAGAG,Ondansetron HCl_Oral Soln 4mg/5ml S/F,Ondansetron Hydrochloride,99P,A,1.0,0.761,5140,0.761,4.68958205602e-13,,3.0,,,,
0407041T0AAAEAE,Sumatriptan_Inj 6mg/0.5ml Pfs Ref,Sumatriptan Succinate,99P,C,1.08333333333,40.41,150,40.41,4.68958205602e-13,,3.0,,,,1.0
0209000Z0AAAAAA,Ticagrelor_Tab 90mg,Ticagrelor,99P,C,1.0,0.975,11018,0.975,4.54747350886e-13,,3.0,,,,
0702010F0AAAAAA,Estriol_Crm 0.1% + Applic,Estriol,99P,C,1.48484848485,0.296666666667,10905,0.296666666667,3.90798504668e-13,,3.0,,,,1.0
1106000P0AAABAB,Dorzolamide_Eye Dps 2% 0.2ml Ud,Dorzolamide,99P,C,1.28985507246,0.403,13050,0.403,3.8369307731e-13,,3.0,,,,
130201100AAANAN,Gppe Shower Emollient_Dermol 200,Emollient Bath & Shower Preparations,99P,NP8,1.0,0.01775,254600,0.01775,3.78364006792e-13,,3.0,,,,1.0
0301020I0AAANAN,Ipratrop Brom_Inha 20mcg (200 D) CFF,Ipratropium Bromide,99P,C,1.35,5.56,967,5.56,3.76587649953e-13,,3.0,,,,1.0
0301020R0AAAAAA,Aclidinium Brom_Pdr For Inh 375mcg (60D),Aclidinium Bromide,99P,C,1.29411764706,28.6,198,28.6,3.76587649953e-13,,3.0,,,,1.0
1310040Q0AAABAB,Permethrin_Crm 5%,Permethrin,99P,A,1.06153846154,0.248666666667,17220,0.246004763906,3.57047724719e-13,,3.0,,,,1.0
0601011L0AAAFAF,Ins Lispro_Inj 100u/ml 3mlPfPen,Insulin Lispro,99P,NP8,1.0,5.892,562,5.89198730159,3.48165940522e-13,,3.0,,,,
0109010U0AABKBK,Ursodeoxycholic Acid_Tab 500mg,Ursodeoxycholic Acid,99P,NP8,1.04545454545,0.8,2257,0.8,3.46389583683e-13,,3.0,,,,
0402010ADAAAGAG,Aripiprazole_Oral Soln 5mg/5ml,Aripiprazole,99P,C,1.0,0.686,3975,0.686,3.41060513165e-13,,3.0,,,,
0406000A0AAADAD,Hyoscine_Skin Patch 1mg/72hrs,Hyoscine,99P,C,1.07352941176,2.26,1353,2.26,3.28626015289e-13,,3.0,,,,
0408010I0AAAAAA,Ethosuximide_Cap 250mg,Ethosuximide,99P,A,1.0,1.30714285714,1799,1.30714285714,3.2684965845e-13,Cap  / Pdrs ,3.0,,,,
1106000AKAAAAAA,Tafluprost_Eye Dps 15mcg/ml 0.3ml Ud P/F,Tafluprost,99P,C,1.35135135135,0.406666666667,8160,0.406666666667,3.05533376377e-13,,3.0,,,,
0601023AGAAAAAA,Dapagliflozin_Tab 5mg,Dapagliflozin,99P,C,1.0,1.30678571429,1848,1.30678571429,2.98427949019e-13,,3.0,,,,
0601023AKAAACAC,Alogliptin_Tab 25mg,Alogliptin,99P,C,1.0243902439,0.95,4792,0.95,2.70006239589e-13,,3.0,,,,
0703022M0AAABAB,Medroxyprogest Acet_Inj 150mg/ml 1ml Pfs,Medroxyprogesterone Acetate,99P,C,1.51851851852,6.01,1422,6.01,2.6645352591e-13,,3.0,,,,1.0
140400030AAAEAE,Hepat A_Vac 320u/ml 0.5ml Pfs,Hepatitis A,99P,NP8,1.0,18.1,102,18.1,2.59348098552e-13,,,,,,
0209000L0AAAMAM,Dipyridamole_Cap 200mg M/R,Dipyridamole,99P,C,1.14864864865,0.167666666667,17040,0.167632657658,2.29150032283e-13,,3.0,,,,1.0
0602010V0AAGBGB,Levothyrox Sod_Oral Soln 100mcg/5ml S/F,Levothyroxine Sodium,99P,A,1.0,1.632,3760,1.632,2.27373675443e-13,,3.0,,,,
0605010S0AAAZAZ,Somatropin (Epr)_Inj 15u Cart,Somatropin,99P,NP8,1.0,106.35,38,106.35,2.27373675443e-13,,3.0,,,,1.0
1001030U0AABWBW,Methotrexate_Inj 20mg/0.4ml PF Dev,Methotrexate,99P,NP8,1.34693877551,17.84,848,17.84,2.27373675443e-13,,3.0,,,,1.0
0601012D0AABZBZ,Ins Bip Isophane_30/70 100u/ml 3ml PfPen,Biphasic Isophane Insulin,99P,NP8,1.0,4.34,1924,4.34,2.27373675443e-13,,,,,,
0605010S0AABABA,Somatropin (Epr)_Inj 30u Cart,Somatropin,99P,NP8,1.0,212.7,13,212.7,2.27373675443e-13,,3.0,,,,1.0
0601023Y0AAADAD,Exenatide_Inj 2mg Pdr + Dil PF Dev P/R,Exenatide,99P,NP8,1.34375,18.34,729,18.34,2.27373675443e-13,,3.0,,,,
1108010F0AAAAAA,Hypromellose_Eye Dps 0.3%,Hypromellose,99P,M,1.0,0.102,36850,0.102,2.26041407814e-13,,3.0,,,,1.0
0103050P0AAANAN,Omeprazole_Tab Disper 20mg (E/C Pellets),Omeprazole,99P,C,1.2602739726,0.414285714286,12467,0.414072896282,2.23820961764e-13,,3.0,,,,
1309000C0AAAQAQ,Gppe Shampoo_Capasal,Coal Tar,99P,NP8,1.0202020202,0.01876,135500,0.01876,2.22932783345e-13,,3.0,,,,1.0
0209000V0AAAAAA,Dipyridamole M/R/Aspirin_Cap 200mg/25mg,Dipyridamole & Aspirin,99P,C,1.33333333333,0.164,12540,0.164,2.16715534407e-13,,3.0,,,,1.0
1202010T0AAAAAA,Triamcinol Aceton_Aq Nsl Spy 55mcg(120D),Triamcinolone Acetonide,99P,C,1.22641509434,7.39,181,7.39,2.14939177567e-13,,3.0,,,,1.0
0407041R0AAACAC,Rizatriptan_Oral Lyophilisate Tab 10mg,Rizatriptan,99P,NP8,1.0,4.45666666667,399,4.45666666667,2.09610107049e-13,Oral Lyophilisate Tab  / Tab ,3.0,,,,1.0
0301011V0AAALAL,Terbut Sulf_B/A Inha 500mcg (100 D),Terbutaline Sulphate,99P,C,1.57547169811,6.92,979,6.92,2.0605739337e-13,,3.0,,,,1.0
0802020T0AAATAT,Tacrolimus_Cap 3mg M/R,Tacrolimus,99P,NP8,1.0,4.2952,500,4.2952,1.98951966013e-13,,3.0,,,,1.0
0501012G0AAAQAQ,Fluclox Sod_Oral Soln 250mg/5ml S/F,Flucloxacillin Sodium,99P,M,1.0,0.2724,23900,0.2724,1.98951966013e-13,,3.0,,,,1.0
0501011P0AAADAD,Phenoxymethylpenicillin_Soln 125mg/5ml,Phenoxymethylpenicillin (Penicillin V),99P,A,1.0,0.1473,16100,0.1473,1.98951966013e-13,Soln  / Susp ,3.0,,,,1.0
0208020X0AAACAC,Dabigatran Etexilate_Cap 150mg,Dabigatran Etexilate,99P,C,1.03571428571,0.85,18705,0.85,1.98951966013e-13,,3.0,,,,
1307000V0AAAAAA,Imiquimod_Crm 5% Sach 250mg,Imiquimod,99P,C,1.0,4.05,300,4.05,1.91846538655e-13,,3.0,,,,
1003020AAAAABAB,Capsaicin_Crm 0.025%,Capsaicin,99P,C,1.05813953488,0.393555555556,19170,0.393555555556,1.84741111298e-13,,3.0,,,,1.0
0409010U0AAAAAA,Cabergoline_Tab 1mg,Cabergoline,99P,A,1.0,3.2125,280,3.2125,1.84741111298e-13,,3.0,,,,1.0
0209000Y0AAAAAA,Prasugrel_Tab 5mg,Prasugrel,99P,C,1.0,1.69857142857,707,1.69857142857,1.7763568394e-13,,3.0,,,,
140400030AAAGAG,Hepat A_Vac 50u/ml 1ml Pfs,Hepatitis A,99P,NP8,1.0,18.1,81,18.1,1.74082970261e-13,,,,,,
0601012V0AAABAB,Gppe Ins_Lantus 100u/ml 10ml Vl,Insulin Glargine,99P,NP8,1.06451612903,30.68,116,30.68,1.70530256582e-13,,3.0,,,,1.0
0407041T0AAAHAH,Sumatriptan_Aq Nsl Spy 10mg/0.1ml Ud,Sumatriptan Succinate,99P,C,1.0,5.9,277,5.9,1.70530256582e-13,,3.0,,,,
1309000X0AAAAAA,Eflornithine Monohyd Chlor_Crm 11.5%,Eflornithine Monohydrate Chloride,99P,C,1.11627906977,0.947833333333,4200,0.947833333333,1.70530256582e-13,,3.0,,,,1.0
0603020J0AACVCV,Hydrocort_Tab 5mg M/R,Hydrocortisone,99P,NP8,1.0,4.85,212,4.85,1.70530256582e-13,,3.0,,,,
0407041R0AAAAAA,Rizatriptan_Tab 5mg,Rizatriptan,99P,A,1.0,4.45666666667,258,4.45666666667,1.59872115546e-13,,3.0,,,,
0501011P0AAAFAF,Phenoxymethylpenicillin_Soln 250mg/5ml,Phenoxymethylpenicillin (Penicillin V),99P,A,1.0,0.1466,12900,0.1466,1.59872115546e-13,Soln  / Susp ,3.0,,,,1.0
0601021M0AAARAR,Gliclazide_Tab 40mg,Gliclazide,99P,C,1.00909090909,0.12,64619,0.12,1.52766688188e-13,,3.0,,,,
0604011L0AAAYAY,Gppe Patch_Evorel Sequi,Estradiol with Progestogen,99P,NP8,1.0,1.38625,1360,1.38625,1.4921397451e-13,,3.0,,,,1.0
0702020F0AAAFAF,Clotrimazole_Pess 500mg,Clotrimazole,99P,M,1.05747126437,2.93,492,2.90532471264,1.35891298214e-13,,3.0,,,,1.0
1310011M0AAAAAA,Mupirocin_Oint 2%,Mupirocin,99P,C,1.06666666667,0.292,2070,0.292,1.34114941375e-13,Oint  / Crm ,3.0,,,,1.0
1202030S0AAAAAA,Chlorhex HCl/Neomycin Sulf_Crm 0.1/0.5%,Neomycin Sulfate,99P,C,1.48,0.149333333333,6225,0.149333333333,1.33226762955e-13,,3.0,,,,1.0
0601022B0AAATAT,Metformin HCl_Tab 750mg M/R,Metformin Hydrochloride,99P,C,1.09459459459,0.114285714286,21992,0.114285672318,1.27897692437e-13,,3.0,,,,
0501012G0AAAPAP,Fluclox Sod_Oral Soln 125mg/5ml S/F,Flucloxacillin Sodium,99P,M,1.0,0.2252,3300,0.2252,1.20792265079e-13,Oral Soln  / Mix ,3.0,,,,1.0
