bnf_code,bnf_presentation,bnf_chemical,practice,pct,category,avg_brand_count_per_practice,lowest_decile,quantity,price_per_dose,possible_savings,formulation_swap,num_pack_sizes,flag_imported,flag_broken_bulk,flag_non_bioequivalence,flag_special_containers
0208010L0AAAHAH,"Dalteparin Sod_Inj 25,000u/ml 0.6ml Pfs",Dalteparin Sodium,P81073,00R,NP8,1,8.46785714286,32,58.481875,1600.44857143,,3.0,,,,
0902012H0AAAKAK,St Mark's_Oral Rehydration Pdrs 26g,Oral Rehydration Salts,D82003,06M,NP8,1,2.16575000004,63,27.4819047619,1594.91775,Oral Rehydration Pdrs  / Electrolyte Pdrs ,,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,C84024,02Q,NP8,19,0.248278294818,33505,0.295612296672,1585.92573213,,,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,Y04995,04J,NP8,18,0.248278294818,32101,0.297487617208,1579.66845805,,,,,,
0408010N0AACLCL,Phenobarb_Liq Spec 50mg/5ml,Phenobarbital,E81028,06P,NP8,1,0.4555,500,3.60698,1575.74,Liq Spec  / Elix ,3.0,,,,
0905013G0AAAYAY,Mag Glycerophos_Tab Chble 97.2mg S/F,Magnesium Glycerophosphate,M85177,13P,NP8,1,0.452777777778,600,3.07846666667,1575.41333333,,3.0,,,,
0212000B0AAAAAA,Atorvastatin_Tab 10mg,Atorvastatin,M82017,05N,M,2,0.0328571428571,4370,0.392217391304,1570.40428571,Tab  / Pdr Sach ,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,Y02117,08D,C,4,0.0576323653715,4382,0.415750798722,1569.27497494,Tab  / Cap ,3.0,,,,
0906040G0AABIBI,Colecal_Cap 400u,Colecalciferol,B85020,03J,NP8,1,0.111,236,6.75741525424,1568.554,Cap  / Tab ,3.0,,,,
0908010S0AAACAC,Trientine Dihydroch_Cap 300mg,Trientine Dihydrochloride,L83646,99P,NP8,1,22.9108,200,30.734,1564.64,,,,,,
0408020V0AAALAL,Midazolam_Liq Spec 50mg/5ml,Midazolam Maleate,K83036,04G,NP8,1,16.68,56,44.6071428571,1563.92,,3.0,,,,
0407020Q0AAFXFX,Morph Sulf_Intrasite Gel 0.1%,Morphine Sulfate,C88073,03N,NP8,1,5.40619999998,100,21.025,1561.88,Intrasite Gel  / Gel ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,P86013,01D,NP8,1,5.92,388,9.94,1559.76,,3.0,,,,1.0
0307000C0AAAAAA,Acetylcy_Gran Sach 200mg,Acetylcysteine,D82003,06M,NP8,2,0.943020380952,880,2.70972727273,1554.70206476,Gran Sach  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,H81067,99H,NP8,1,5.92,386,9.94,1551.72,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),F85053,07X,NP8,1,0.704480519481,500,3.8005,1548.00974026,,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),A86003,13T,NP8,1,0.704480519481,600,3.27903333333,1544.73168831,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,H85007,08X,NP8,1,5.92,384,9.94,1543.68,,3.0,,,,1.0
0802020T0AAALAL,Tacrolimus_Liq Spec 5mg/5ml,Tacrolimus,E82031,06N,NP8,1,2.57736,600,5.14915,1543.074,Liq Spec  / Oral Susp ,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,G82681,99J,NP8,1,0.0458666666667,1680,0.963333333333,1541.344,Oral Soln  / Liq Spec ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F81153,07G,NP8,2,5.92,386,9.91,1540.14,,3.0,,,,1.0
0101010I0AAACAC,Mag Ox_Cap 160mg,Magnesium Oxide,P92016,02H,NP8,1,0.665,336,5.24833333333,1540.0,Cap  / Tab ,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,P81025,01A,NP8,1,0.115714285714,4392,0.465216302368,1535.01285714,Tab  / Cap ,3.0,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,H82033,09H,NP8,1,0.294107718894,30,51.45,1534.67676843,Enema  / Suppos ,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D81013,06H,NP8,1,5.92,381,9.94,1531.62,,3.0,,,,1.0
0602010Z0AAAJAJ,Levothyrox/Liothyronine_Tab 35mcg/8mcg,Levothyroxine Sodium & Liothyronine,G82141,99J,NP8,1,0.289456,600,2.8336,1526.4864,,,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,E86010,08G,NP8,1,0.749107142857,914,2.41915754923,1526.42607143,Tab  / Cap ,,,,,
0408010H0AAAAAA,Lamotrigine_Tab 100mg,Lamotrigine,N81062,01C,M,2,0.0291071428571,2626,0.610369383092,1526.39464286,Tab  / Cap ,3.0,,,,
0406000R0AAAGAG,Nabilone_Cap 250mcg,Nabilone,M81025,05J,NP8,1,9.25,120,21.9573333333,1524.88,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C84037,04H,NP8,2,5.92,2230,6.60352017937,1524.25,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C82080,04C,NP8,1,5.92,379,9.94,1523.58,,3.0,,,,1.0
0601011R0AAABAB,Ins Hum_Inj 500u/ml 20ml Vl,Insulin Human,M85002,05L,NP8,1,303.25,3,810.88,1522.89,,3.0,,,,1.0
0203020P0AAABAB,Mexiletine HCl_Cap 200mg,Mexiletine Hydrochloride,M81039,05T,NP8,1,1.28803571429,336,5.81583333333,1521.34,Cap  / Tab ,3.0,,,,
0908010S0AAACAC,Trientine Dihydroch_Cap 300mg,Trientine Dihydrochloride,E81015,06F,NP8,1,22.9108,300,27.94,1508.76000001,,,,,,
0908010S0AAACAC,Trientine Dihydroch_Cap 300mg,Trientine Dihydrochloride,E83025,07M,NP8,1,22.9108,300,27.94,1508.76000001,,,,,,
0908010N0AAABAB,Sod Benz_Cap 500mg,Sodium Benzoate,C83007,99D,NP8,1,0.2968,1120,1.64130357143,1505.844,Cap  / Tab ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E82083,06N,NP8,2,5.92,405,9.63395061728,1504.15,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E84021,07P,NP8,1,5.92,374,9.94,1503.48,,3.0,,,,1.0
0702020Y0AAAAAA,Boric Acid_Pess 600mg,Boric Acid,J82074,11A,NP8,1,32.881952381,28,86.4967857143,1501.21533333,Pess  / Suppos ,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),P84040,01M,NP8,1,0.704480519481,600,3.2,1497.31168831,,3.0,,,,
0408010H0AAA1A1,Lamotrigine_Tab 200mg,Lamotrigine,L83045,99Q,NP8,1,0.043009478673,728,2.09553571429,1494.23909953,Tab  / Tab Disper ,3.0,,,,
0208010L0AAAHAH,"Dalteparin Sod_Inj 25,000u/ml 0.6ml Pfs",Dalteparin Sodium,K84613,10Q,NP8,1,8.46785714286,14,115.164285714,1493.75,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M86017,05A,NP8,1,5.92,371,9.94,1491.42,,3.0,,,,1.0
0208010L0AAAGAG,"Dalteparin Sod_Inj 25,000u/ml 0.5ml Pfs",Dalteparin Sodium,M83028,05W,NP8,1,7.05785714286,30,56.664,1488.18428571,,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),Y01922,11N,NP8,1,0.704480519481,536,3.4775,1486.33844156,,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),P81018,01E,NP8,1,0.704480519481,700,2.82768571429,1486.24363636,,3.0,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,F85015,07X,NP8,1,0.749107142857,180,8.99166666667,1483.66071429,Tab  / Cap ,,,,,
0604020K0AABMBM,Testosterone_Gel 2% (10mg per actuation),Testosterone,M81039,05T,NP8,1,0.477833333333,300,5.40666666667,1478.65,Gel  / Crm ,3.0,,,,1.0
0604020K0AABMBM,Testosterone_Gel 2% (10mg per actuation),Testosterone,C81012,04J,NP8,2,0.477833333333,360,4.58519444444,1478.65,Gel  / Crm ,3.0,,,,1.0
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,E82012,06N,NP8,1,0.294107718894,218,7.07385321101,1477.98451728,Enema  / Suppos ,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M84013,05R,NP8,1,5.92,2201,6.59,1474.67,,3.0,,,,1.0
0212000B0AAABAB,Atorvastatin_Tab 20mg,Atorvastatin,E82082,06K,M,1,0.0389027702336,10696,0.176648279731,1473.32596958,Tab  / Pdr Sach ,3.0,,,,
0403010V0AAANAN,Nortriptyline_Liq Spec 10mg/5ml,Nortriptyline,C81014,04R,NP8,1,1.225772,1440,2.248,1472.00832,Liq Spec  / Susp ,3.0,,,,
0408020V0AAALAL,Midazolam_Liq Spec 50mg/5ml,Midazolam Maleate,N83014,01J,NP8,1,16.68,55,43.3930909091,1469.22,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,B83058,02W,NP8,2,5.92,366,9.91254098361,1461.27,,3.0,,,,1.0
0408010A0AAABAB,Levetiracetam_Tab 500mg,Levetiracetam,L84009,11M,M,2,0.0558125,2662,0.603839218633,1458.847125,,3.0,,,,
0408010N0AADMDM,Phenobarb_Liq Spec 15mg/5ml,Phenobarbital,N83018,01J,NP8,1,0.166,1800,0.974483333333,1455.27,Liq Spec  / Elix ,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,M85063,13P,NP8,3,0.115714285714,6600,0.336139393939,1454.80571429,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M85063,13P,NP8,1,5.92,2167,6.59,1451.89,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),M87013,05L,NP8,1,0.704480519481,1024,2.1209765625,1450.49194805,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F81633,06T,NP8,1,5.92,360,9.94,1447.2,,3.0,,,,1.0
0408010N0AACNCN,Phenobarb_Liq Spec 100mg/5ml,Phenobarbital,A84011,00L,NP8,1,0.905090000005,960,2.40933333333,1444.07359999,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,A85023,13T,NP8,1,5.92,359,9.94,1443.18,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,B85621,03J,NP8,1,5.92,359,9.94,1443.18,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,Y00280,04C,NP8,1,5.92,359,9.94,1443.18,,3.0,,,,1.0
0408010G0AAAYAY,Gabapentin_Liq Spec 400mg/5ml,Gabapentin,J82074,11A,NP8,1,0.510362777778,1200,1.71234166667,1442.37466667,Liq Spec  / Oral Soln ,3.0,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,B82030,03E,NP8,2,0.294107718894,96,15.3155208333,1442.05565899,Enema  / Suppos ,3.0,,,,1.0
0407020ADAAAIAI,Oxycodone HCl_Tab 80mg M/R,Oxycodone Hydrochloride,G81077,09P,C,3,1.78910714286,917,3.35984732824,1440.36875,,3.0,,,,
0803041S0AAAHAH,Tamoxifen Cit_Oral Susp 10mg/5ml,Tamoxifen Citrate,B85042,03A,NP8,1,0.926666666663,600,3.32666666667,1440.0,Oral Susp  / Susp ,3.0,,,,
1311010S0AAADAD,Sod Chlor_Soln 0.9%,Sodium Chloride,E82060,06N,NP8,1,0.099,80,18.088,1439.12,Soln  / Eye Dps ,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,P92010,02H,NP8,1,0.0458666666667,600,2.44,1436.48,Oral Soln  / Liq Spec ,3.0,,,,
0602010V0AABXBX,Levothyrox Sod_Tab 50mcg,Levothyroxine Sodium,J82102,10R,M,1,0.061426557919,10294,0.200816009326,1434.87501278,Tab  / Cap ,3.0,,,,
0905013G0AABMBM,Mag Glycerophos_Cap 48.6mg,Magnesium Glycerophosphate,G81011,09D,NP8,1,1.48473,168,10.0195238095,1433.84536,Cap  / Tab ,3.0,,,,
0101010I0AAACAC,Mag Ox_Cap 160mg,Magnesium Oxide,P81140,00Q,NP8,1,0.665,336,4.92726190476,1432.12,Cap  / Tab ,3.0,,,,
1001010C0AAAVAV,Diclofenac Sod_Liq Spec 50mg/5ml,Diclofenac Sodium,G83046,07N,NP8,1,0.893333333333,600,3.2698,1425.88,,3.0,,,,
0212000B0AAABAB,Atorvastatin_Tab 20mg,Atorvastatin,L82048,11N,M,2,0.0389027702336,2422,0.627188274154,1424.82749049,Tab  / Pdr Sach ,3.0,,,,
0802010G0AAAHAH,Azathioprine_Cap 10mg,Azathioprine,L83077,99P,NP8,1,3.096,336,7.33196428571,1423.284,Cap  / Pdrs ,3.0,,,,
0208010L0AAABAB,"Dalteparin Sod_Inj 25,000u/ml 0.2ml Pfs",Dalteparin Sodium,C82020,04C,NP8,1,2.82285714286,90,18.6265555556,1422.33285714,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,D83009,06M,NP8,1,5.646,40,41.204,1422.32,,3.0,,,,
0208010L0AAAFAF,"Dalteparin Sod_Inj 25,000u/ml 0.4ml Pfs",Dalteparin Sodium,L84010,11M,NP8,1,5.646,20,76.762,1422.32,,3.0,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),P92016,02H,NP8,1,0.704480519481,950,2.19782105263,1418.67350649,,3.0,,,,
0307000C0AAAAAA,Acetylcy_Gran Sach 200mg,Acetylcysteine,M88015,05L,NP8,1,0.943020380952,504,3.75,1414.717728,Gran Sach  / Cap ,3.0,,,,
0401020K0AACBCB,Diazepam_Oral Soln 2.5mg/5ml,Diazepam,Y02626,05Y,NP8,1,0.08,450,3.22353333333,1414.59,Oral Soln  / Liq Spec ,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,C83023,04Q,C,2,0.0576323653715,3618,0.448385848535,1413.74610209,Tab  / Cap ,3.0,,,,
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,G81028,09D,C,1,0.0576323653715,552,2.61320652174,1410.67693431,Tab  / Cap ,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,C83019,03T,NP8,3,0.115714285714,2628,0.651122526636,1407.05285714,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M85722,13P,NP8,1,5.92,350,9.94,1407.0,,3.0,,,,1.0
0905013G0AAA2A2,Mag Glycerophos_Tab 97.2mg,Magnesium Glycerophosphate,F82680,07L,NP8,1,0.764035714286,468,3.76709401709,1405.43128571,Tab  / Cap ,3.0,,,,
1001010J0AAAEAE,Ibuprofen_Tab 400mg,Ibuprofen,P82016,00T,M,1,0.0375,2785,0.541447037702,1403.4925,Tab  / Cap ,3.0,,,,
0802020T0AAAGAG,Tacrolimus_Liq Spec 2.5mg/5ml,Tacrolimus,P86008,01D,NP8,1,0.995539999999,400,4.5039,1403.344,Oral Soln  / Oral Susp ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F83665,07R,NP8,1,5.92,348,9.94,1398.96,,3.0,,,,1.0
0406000S0AAACAC,Ondansetron HCl_Tab 8mg,Ondansetron Hydrochloride,B82001,03M,M,1,0.227976190476,168,8.54297619048,1396.92,Tab  / Orodisper Tab ,3.0,,,,
0406000S0AAACAC,Ondansetron HCl_Tab 8mg,Ondansetron Hydrochloride,N81038,02F,M,1,0.227976190476,168,8.54297619048,1396.92,Tab  / Orodisper Tab ,3.0,,,,
0408020V0AAALAL,Midazolam_Liq Spec 50mg/5ml,Midazolam Maleate,A83051,00D,NP8,1,16.68,110,29.315,1389.85,,3.0,,,,
0212000B0AAAAAA,Atorvastatin_Tab 10mg,Atorvastatin,D83029,07K,M,2,0.0328571428571,9324,0.181848991849,1389.2,Tab  / Pdr Sach ,3.0,,,,
1108010A0AAACAC,Mercaptamine HCl_Eye Dps 0.55%,Mercaptamine Hydrochloride,L83627,99P,NP8,1,2.879,240,8.667,1389.12,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,L85609,11X,NP8,1,5.92,2072,6.59,1388.24,,3.0,,,,1.0
0101010I0AAABAB,Mag Ox_Cap 100mg,Magnesium Oxide,P92015,02H,NP8,1,0.932866666667,720,2.86,1387.536,Cap  / Tab ,3.0,,,,
0601040E0AABHBH,Diazoxide_Oral Susp 250mg/5ml,Diazoxide,K82053,10H,NP8,1,1.50603888889,60,24.615,1386.53766667,Oral Susp  / Oral Soln ,3.0,1.0,,,1.0
1404000X0AAACAC,Meningoc_Vac A+C+W135+Y 0.5ml Vl + Dil,Meningococcal A + C + W135 + Y Vaccine,A86003,13T,NP8,1,20.711,149,30.0,1384.06099999,,3.0,,,,1.0
0206020C0AAAAAA,Diltiazem HCl_Tab 60mg M/R,Diltiazem Hydrochloride,A81046,00K,A,2,0.0884818817878,3926,0.440776872134,1383.1101321,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,B84010,02T,NP8,2,5.92,469,8.86857142857,1382.88,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E82037,06N,NP8,2,5.92,2061,6.59,1380.87,,3.0,,,,1.0
0406000R0AAAGAG,Nabilone_Cap 250mcg,Nabilone,K81002,10M,NP8,1,9.25,100,23.0555,1380.55,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N83002,01X,NP8,1,5.92,2060,6.59,1380.2,,3.0,,,,1.0
0905013G0AAA2A2,Mag Glycerophos_Tab 97.2mg,Magnesium Glycerophosphate,P89016,01Y,NP8,1,0.764035714286,672,2.81666666667,1379.368,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,G81043,99K,NP8,1,5.92,343,9.94,1378.86,,3.0,,,,1.0
0212000B0AAACAC,Atorvastatin_Tab 40mg,Atorvastatin,A87005,99C,M,1,0.0453571428571,10812,0.172851461339,1378.46857143,,3.0,,,,
0704020J0AAAIAI,Oxybutynin HCl_Oral Soln 2.5mg/5ml,Oxybutynin,D82029,06V,NP8,1,0.0458666666667,1500,0.963333333333,1376.2,Oral Soln  / Liq Spec ,3.0,,,,
1002020S0AAABAB,Methocarbamol_Tab 750mg,Methocarbamol,B87011,03R,A,2,0.31685,7428,0.502073236403,1375.8382,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,N84021,01V,NP8,1,5.92,342,9.94,1374.84,,3.0,,,,1.0
0601040E0AABHBH,Diazoxide_Oral Susp 250mg/5ml,Diazoxide,E82061,06K,NP8,1,1.50603888889,150,10.6607333333,1373.20416667,Oral Susp  / Oral Soln ,3.0,1.0,,,1.0
0602010Z0AAADAD,Levothyrox/Liothyronine_Tab 76mcg/18mcg,Levothyroxine Sodium & Liothyronine,H82021,09G,NP8,1,0.67236,420,3.94114285714,1372.8888,,3.0,1.0,,,
0905013P0AAAAAA,Magnesium Lactate_Tab 84mg M/R,Magnesium Lactate,H81082,10C,NP8,1,0.3551,800,2.069,1371.12,,3.0,,,,
0401010ADAABPBP,Melatonin_Tab 3mg,Melatonin,C83056,03T,NP8,2,0.749107142857,960,2.17610416667,1369.91714286,Tab  / Cap ,,,,,
190700000AABABA,Starch Maize Modified_Pdr G/F,Other Base/Dil/SuspAgent/StabiliserPreps,J81041,11J,NP8,4,0.01932,23239,0.0782060329618,1368.45252,,,,,,
0212000B0AAACAC,Atorvastatin_Tab 40mg,Atorvastatin,M82017,05N,M,2,0.0453571428571,2240,0.655714285714,1367.2,,3.0,,,,
0906040G0AABFBF,Colecal_Cap 600u,Colecalciferol,A81025,00K,NP8,1,0.0733333333333,210,6.57723809524,1365.82,,3.0,,,,
0103050P0AAAQAQ,Omeprazole_Oral Soln 20mg/5ml,Omeprazole,L83013,99Q,NP8,1,0.3224,1050,1.62143809524,1363.99,Oral Soln  / Oral Susp ,,,,,
0106020C0AAAJAJ,Bisacodyl_Enema 10mg,Bisacodyl,M84050,05A,NP8,2,0.294107718894,56,24.6041071429,1361.35996774,Enema  / Suppos ,3.0,,,,1.0
0402010K0AAAMAM,Levomeprom Mal_Tab 6mg,Levomepromazine Maleate,L85051,11X,NP8,1,1.19642857143,168,9.28785714286,1359.36,,3.0,,,,
040702040AAACAC,Tramadol HCl_Tab 100mg M/R,Tramadol Hydrochloride,B83013,02R,NP8,1,0.115714285714,1412,1.07743626062,1357.95142857,Tab  / Cap ,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F81115,06T,NP8,1,5.92,2026,6.59,1357.42,,3.0,,,,1.0
0410030C0AAAFAF,Methadone HCl_Mix 1mg/1ml S/F,Methadone Hydrochloride,A81630,112,C,1,0.0109285714286,621070,0.0131121290676,1356.14214286,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D82058,06M,NP8,1,5.92,2019,6.59,1352.73,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,F84123,08V,NP8,1,5.92,336,9.94,1350.72,,3.0,,,,1.0
0902012L0AABRBR,Sod Chlor_Liq Spec 292.5mg/5ml,Sodium Chloride,B83641,02R,NP8,1,0.0613566666667,5600,0.302,1347.60266667,Liq Spec  / Oral Soln ,,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D83050,06L,NP8,1,5.92,335,9.94,1346.7,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,L81079,12A,NP8,1,5.92,2010,6.59,1346.7,,3.0,,,,1.0
0906040G0AABGBG,"Colecal_Tab 1,000u",Colecalciferol,L82029,11N,C,1,0.0576323653715,500,2.75,1346.18381731,Tab  / Cap ,3.0,,,,
0906040G0AABIBI,Colecal_Cap 400u,Colecalciferol,G85721,08Q,NP8,1,0.111,2436,0.663600164204,1346.134,Cap  / Tab ,3.0,,,,
0202010D0AAAUAU,Chloroth_Oral Susp 250mg/5ml,Chlorothiazide,B86059,02V,NP8,2,0.4274125,2471,0.970963172805,1343.1137125,Oral Susp  / Oral Soln ,3.0,,,,
0602010Z0AAADAD,Levothyrox/Liothyronine_Tab 76mcg/18mcg,Levothyroxine Sodium & Liothyronine,B84001,02T,NP8,1,0.67236,200,7.386,1342.728,,3.0,1.0,,,
1002020S0AAABAB,Methocarbamol_Tab 750mg,Methocarbamol,D81029,06H,A,1,0.31685,7052,0.507199376064,1342.3438,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,C82009,03W,NP8,1,5.92,2000,6.59,1340.0,,3.0,,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,A82046,01H,NP8,1,5.92,333,9.94,1338.66,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),J82097,11A,NP8,1,0.704480519481,500,3.37536,1335.43974026,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,M83698,04Y,NP8,1,5.92,332,9.94,1334.64,,3.0,,,,1.0
0208010L0AAAGAG,"Dalteparin Sod_Inj 25,000u/ml 0.5ml Pfs",Dalteparin Sodium,G82751,99J,NP8,1,7.05785714286,15,95.988,1333.95214286,,3.0,,,,
0208010L0AAAGAG,"Dalteparin Sod_Inj 25,000u/ml 0.5ml Pfs",Dalteparin Sodium,P81734,00Q,NP8,1,7.05785714286,15,95.988,1333.95214286,,3.0,,,,
0601060D0AAA0A0,Glucose Blood Testing Reagents,Glucose Blood Testing Reagents,B81005,03K,NP8,13,0.248278294818,21150,0.311230260047,1331.4340646,,,,,,
0103050P0AAAQAQ,Omeprazole_Oral Soln 20mg/5ml,Omeprazole,G85041,08K,NP8,1,0.3224,400,3.6479,1330.2,Oral Soln  / Oral Susp ,,,,,
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),B81031,03H,NP8,1,0.704480519481,2134,1.32565604499,1325.58857143,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,D82034,06Y,NP8,1,5.92,1976,6.59,1323.92,,3.0,,,,1.0
1502010J0AAEMEM,Lido HCl/Hydrocort_Mthwsh 1%/1%,Lidocaine Hydrochloride,D83046,06L,NP8,1,0.682866000001,500,3.32,1318.567,,3.0,,,,
0602010V0AABZBZ,Levothyrox Sod_Tab 100mcg,Levothyroxine Sodium,E86024,08G,M,1,0.0610713396885,3788,0.408893875396,1317.55176526,Tab  / Cap ,3.0,,,,
0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,Fluticasone Propionate (Inh),P92016,02H,C,2,52.045,177,59.48,1315.995,,3.0,,,,1.0
0901020D0AAAHAH,Cyanocobalamin_Tab 1mg M/R,Cyanocobalamin,P85621,00Y,NP8,1,0.0781,1400,1.01534285714,1312.14,,3.0,,,,
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,J82086,10R,NP8,1,5.92,1957,6.59,1311.19,,3.0,,,,1.0
0601040E0AABHBH,Diazoxide_Oral Susp 250mg/5ml,Diazoxide,C87622,03L,NP8,1,1.50603888889,90,16.071,1310.8465,Oral Susp  / Oral Soln ,3.0,1.0,,,1.0
1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs,Influenza,E81010,06P,NP8,1,5.92,326,9.94,1310.52,,3.0,,,,1.0
0407010Q0AAAAAA,Co-Proxamol_Tab 32.5mg/325mg,Co-Proxamol (Dextroprop HCl/Paracet),F86023,08N,NP8,1,0.704480519481,500,3.3252,1310.35974026,,3.0,,,,
0906040G0AABIBI,Colecal_Cap 400u,Colecalciferol,J82056,11A,NP8,2,0.111,1140,1.26003508772,1309.9,Cap  / Tab ,3.0,,,,
0212000B0AAACAC,Atorvastatin_Tab 40mg,Atorvastatin,D83029,07K,M,2,0.0453571428571,4984,0.30794141252,1308.72,,3.0,,,,
0908010S0AAACAC,Trientine Dihydroch_Cap 300mg,Trientine Dihydrochloride,F81089,99F,NP8,1,22.9108,100,35.99,1307.92,,,,,,
